epoch,average,_0,_1,_2,_3,_4,_5,_12,_13,_14,_15,_23,_24,_25,_34,_35,_45,_123,_124,_125,_134,_135,_145,_234,_235,_245,_345,_1234,_1235,_1245,_1345,_2345
66,389.0408,390.4408,388.8073,389.4145,390.0117,393.0875,388.5102,387.9689,388.8339,390.3922,388.3772,389.1822,390.7183,387.8429,390.2403,388.3026,388.5705,387.5747,387.8392,386.3128,388.1968,388.0524,388.2287,387.4049,393.5927,389.0338,389.225,389.1833,388.8237,388.8094,389.0384,388.2466
67,394.947,396.2171,394.6582,395.415,395.9847,399.0214,394.385,393.8301,394.8117,396.438,394.2332,394.9939,396.536,393.6058,396.0157,394.2657,394.6141,393.4327,393.6159,392.2662,394.0446,393.8351,394.1854,393.2899,399.6261,395.0497,395.2187,395.1861,394.8247,394.745,394.9002,394.1119
68,400.8232,402.2099,400.6446,401.2484,401.8858,404.8811,400.4437,399.662,400.624,402.2611,400.1575,401.0128,402.5751,399.504,401.8826,400.0679,400.4879,399.3017,399.5453,398.0321,399.9575,399.7588,400.0158,399.1925,405.4225,400.8649,401.0096,400.9541,400.6129,400.6239,400.7222,399.9582
69,406.7331,407.9956,406.6103,407.2439,407.7247,410.9435,406.2506,405.6469,406.5101,408.1957,405.946,406.8243,408.4419,405.3483,407.791,406.0306,406.4512,405.0807,405.4065,404.0239,405.7258,405.5355,406.1,405.0049,411.3147,406.8438,407.0143,406.9576,406.6157,406.5929,406.6494,405.9063
70,412.6104,413.9562,412.4215,413.0922,413.7169,416.7788,412.252,411.4142,412.4483,414.1561,411.9172,412.8183,414.4632,411.1837,413.5889,411.8482,412.3535,411.0267,411.2283,409.8002,411.697,411.4002,411.8961,410.9812,417.2587,412.7574,412.7833,412.7631,412.4145,412.3711,412.4458,411.6889
71,418.5135,419.8098,418.4634,419.0662,419.5443,422.8245,418.0822,417.4266,418.2451,419.964,417.6827,418.6057,420.2916,417.1199,419.5503,417.8548,418.2398,416.8141,417.1602,415.6832,417.4545,417.3009,417.8552,416.7445,423.0545,418.6364,418.7245,418.7417,418.4294,418.3975,418.4114,417.7382
72,424.4073,425.7367,424.2648,425.0668,425.6187,428.6529,424.083,423.1978,424.2792,425.993,423.7081,424.5607,426.2228,422.8905,425.32,423.6683,424.2266,422.8161,422.9718,421.5825,423.4165,423.0956,423.6198,422.7246,429.0829,424.588,424.5642,424.5283,424.2235,424.1838,424.1999,423.5393
73,430.2958,431.665,430.3177,430.8715,431.4592,434.7006,429.9522,429.1547,430.0614,431.8077,429.4931,430.4103,432.1504,428.8671,431.3019,429.5911,430.0583,428.5984,428.9774,427.3606,429.1813,429.0663,429.5389,428.4775,434.8577,430.3897,430.413,430.4351,430.1086,430.1471,430.1888,429.566
74,436.1887,437.5074,436.1295,436.8579,437.4876,440.5686,435.808,434.9982,436.0493,437.8111,435.4244,436.3017,438.0505,434.6323,437.0827,435.4854,436.087,434.4874,434.7436,433.3647,435.0419,434.8287,435.3975,434.3892,440.849,436.3882,436.3474,436.3803,436.047,435.9944,435.9575,435.3504
75,442.0697,443.5182,442.0873,442.6591,443.3026,446.5176,441.7857,440.8907,441.8905,443.6645,441.2643,442.2213,444.1119,440.6353,443.014,441.2815,441.9046,440.34,440.7222,439.1635,440.9061,440.8245,441.1882,440.1947,446.6493,442.1612,442.1511,442.1805,441.9403,441.8919,441.8565,441.2408
76,447.9736,449.3116,447.9702,448.6525,449.1887,452.4711,447.6222,446.8614,447.848,449.6338,447.0698,448.0409,449.9297,446.4419,448.8791,447.2597,447.9335,446.1821,446.4923,445.1333,446.6613,446.6057,447.2281,446.0361,452.6099,448.1146,448.1319,448.2034,447.9349,447.8008,447.7591,447.1726
77,453.8429,455.2952,453.8372,454.4655,455.109,458.3048,453.6285,452.6872,453.7571,455.5405,453.0668,454.0628,455.9703,452.3327,454.7185,453.0337,453.7258,452.1205,452.3223,450.9182,452.6617,452.5063,452.9977,451.9592,458.4921,453.8648,453.9084,453.9958,453.7444,453.5917,453.5353,452.9763
78,459.7566,461.0722,459.8409,460.391,460.9276,464.3743,459.4279,458.765,459.6195,461.4066,458.8467,459.8565,461.8061,458.2638,460.7121,459.0537,459.663,457.8825,458.1942,456.8541,458.4433,458.4028,459.0093,457.7122,464.3788,459.8011,459.9096,459.9806,459.7313,459.5621,459.5688,458.9977
79,465.6472,467.011,465.6617,466.2392,466.9511,470.2065,465.4854,464.5986,465.6279,467.4337,464.8445,465.9029,467.8223,464.07,466.4749,464.8401,465.6197,463.8743,463.965,462.731,464.4176,464.2324,464.8057,463.6473,470.3523,465.7291,465.6969,465.7798,465.5304,465.3727,465.3789,464.7609
80,471.5431,472.8667,471.6874,472.0454,472.7449,476.2758,471.2863,470.6648,471.4609,473.2491,470.626,471.7157,473.7051,470.0405,472.4797,470.7886,471.4496,469.6342,469.9301,468.562,470.1704,470.2005,470.737,469.4096,476.1358,471.5919,471.6414,471.7364,471.496,471.3843,471.3695,470.749
