epoch,average,_0,_1,_2,_3,_4,_5,_12,_13,_14,_15,_23,_24,_25,_34,_35,_45,_123,_124,_125,_134,_135,_145,_234,_235,_245,_345,_1234,_1235,_1245,_1345,_2345
23,156.7891,157.3071,157.9531,158.0379,157.9579,158.5937,158.8372,158.2467,157.4141,158.0144,157.9177,157.6445,158.0034,158.0231,154.492,154.4695,154.3397,154.5564,154.56,154.2362,155.3212,153.7898,154.8764,154.6827,154.966,165.6177,157.6977,157.4123,156.4102,156.5759,156.1321,156.3745
24,163.5981,164.1552,164.8516,164.9056,164.7405,165.5492,165.7727,165.111,164.3399,164.8814,164.6829,164.5692,164.7961,164.5976,161.2159,161.2657,160.949,161.3328,161.3267,161.0442,162.0995,160.4744,161.66,161.5018,161.7258,172.3504,164.6399,164.1711,163.2958,163.4099,162.7934,163.3324
25,170.3833,171.1532,171.692,171.7628,171.6734,172.4385,172.5368,172.0867,171.101,171.7251,171.6311,171.3428,171.7575,171.381,167.959,167.843,167.7337,168.0286,167.9771,167.6405,168.7241,167.1959,168.3136,168.0633,168.4255,179.3442,171.3375,171.137,169.9632,170.2453,169.6577,170.0116
26,177.2065,177.9581,178.5956,178.6291,178.4431,179.3557,179.4836,179.1194,178.0567,178.6239,178.3994,178.2574,178.964,177.9485,174.6723,174.6533,174.4434,174.7896,174.7654,174.4018,175.4671,173.8578,175.0727,174.8535,175.1866,186.0745,178.3351,177.8467,176.922,176.9829,176.3835,176.86
27,184.0015,184.9552,185.4142,185.4784,185.3615,186.2249,186.2396,186.1161,184.8183,185.487,185.3392,185.2052,185.9052,184.6869,181.3988,181.3,181.2025,181.4881,181.3839,180.9938,182.1084,180.5828,181.7434,181.4649,181.8729,193.0347,185.0598,184.8078,183.5887,183.9353,183.1934,183.6556
28,190.8043,191.7558,192.2881,192.3513,192.1177,193.1203,193.2599,192.9642,191.7324,192.4037,192.105,192.1717,192.6824,191.2396,188.1278,188.109,187.9195,188.2361,188.1653,187.7469,188.8912,187.2542,188.4747,188.2482,188.6557,199.8376,191.9802,191.6008,190.4252,190.6238,190.0835,190.3623
29,197.5913,198.7288,199.1378,199.1594,199.0539,200.0432,200.0338,199.9753,198.5005,199.2512,199.0649,198.9537,199.6387,197.9888,194.8549,194.7096,194.6254,194.9051,194.793,194.3578,195.5032,193.9484,195.132,194.8381,195.3515,206.7194,198.8095,198.4676,197.2378,197.5813,196.7317,197.2336
30,204.3958,205.507,205.9822,206.0412,205.8042,206.9277,206.9651,206.7492,205.4007,206.2571,205.8775,205.9284,206.3957,204.5377,201.5848,201.5722,201.3195,201.609,201.5704,201.1317,202.2884,200.5953,201.8352,201.693,202.2231,213.6671,205.571,205.3394,203.9829,204.3185,203.6994,203.8956
31,211.1958,212.4441,212.9727,212.8601,212.7369,213.8291,213.7236,213.6914,212.1604,213.0894,212.903,212.7066,213.3131,211.3013,208.2936,208.3149,208.0475,208.5022,208.2418,207.7374,208.92,207.292,208.4812,208.2959,208.9122,220.4539,212.5199,212.0878,210.9099,211.1358,210.3798,210.8112
32,218.0085,219.2248,219.9711,219.996,219.5288,220.6795,220.6175,220.4885,219.0689,219.993,219.6627,219.6215,220.0895,217.9036,214.9944,215.1263,214.7423,215.2275,215.0983,214.5107,215.7259,213.9525,215.1702,215.085,215.7186,227.4889,219.2378,219.0532,217.5726,217.9932,217.2466,217.4745
33,224.7889,226.1912,226.8917,226.9808,226.467,227.5704,227.3857,227.4333,225.8234,226.7663,226.5622,226.3866,227.0024,224.6475,221.7465,221.7625,221.4606,221.9664,221.6864,221.0979,222.3342,220.6371,221.8806,221.6888,222.3391,234.2136,226.2914,225.7173,224.4946,224.7118,224.0231,224.2951
34,231.5995,232.9925,233.854,233.8323,233.2351,234.4375,234.3093,234.2679,232.8694,233.6548,233.3185,233.3381,233.81,231.2792,228.4122,228.5343,228.1929,228.6814,228.48,227.9066,229.1868,227.3006,228.5681,228.4829,229.1605,241.1298,232.9794,232.6379,231.1838,231.6644,230.7801,231.105
35,238.3704,239.9522,240.7104,240.701,240.1725,241.3694,241.0725,241.2228,239.647,240.413,240.2202,240.1016,240.7047,237.9855,235.1757,235.1302,234.936,235.3999,235.0711,234.6461,235.7874,234.0004,235.2552,235.0455,235.7722,247.9353,239.8561,239.4082,237.9737,238.3453,237.6494,237.8204
36,245.186,246.7327,247.5924,247.5306,246.932,248.2039,247.9992,248.0092,246.6385,247.3513,246.9549,247.0378,247.5219,244.816,241.8477,241.9201,241.6719,242.0983,241.8534,241.52,242.6089,240.7304,241.9352,241.9129,242.6209,254.7345,246.7282,246.1883,244.7741,245.2839,244.3011,244.7165
37,251.9666,253.6748,254.4805,254.3895,253.859,255.1658,254.7639,254.997,253.4753,254.0978,253.8582,253.8131,254.4345,251.5156,248.6039,248.5098,248.4043,248.8448,248.4418,248.1151,249.2831,247.3797,248.6277,248.5141,249.2245,261.6454,253.5084,253.0916,251.4984,252.038,251.2972,251.4131
38,258.8078,260.4949,261.4045,261.2477,260.6165,262.0043,261.7135,261.8219,260.4561,261.003,260.6422,260.7672,261.3348,258.1557,255.3323,255.2901,255.2213,255.5552,255.2371,254.9484,256.1161,254.9446,255.275,255.3412,256.0232,268.3093,260.509,259.7453,258.399,258.8347,257.9544,258.344
39,265.5978,267.4741,268.2589,268.126,267.5237,268.9253,268.4882,268.7967,267.2709,267.7507,267.5474,267.5682,268.4139,264.8597,262.1049,261.8519,261.9579,262.305,261.8328,261.5483,262.7342,261.6393,262.0316,261.9934,262.6083,275.2804,267.2428,266.7501,265.0819,265.7201,264.7892,265.0566
40,272.4,274.2745,275.157,274.995,274.2933,275.7006,275.4334,275.6256,274.1931,274.667,274.3094,274.5298,275.1641,271.5301,268.7452,268.6326,268.7178,269.014,268.6094,268.3236,269.5256,268.533,268.6643,268.813,269.4709,281.9479,274.2549,273.4143,271.9938,272.397,271.5587,271.9102
41,279.1937,281.2209,282.0575,281.8497,281.1884,282.7124,282.2131,282.6467,281.0072,281.4657,281.2232,281.3618,282.0841,278.2804,275.528,275.2355,275.4631,275.783,275.2166,274.8865,276.1349,275.2196,275.4634,275.4802,276.0674,288.8463,281.0154,280.2888,278.6768,279.3243,278.3073,278.7574
42,285.9987,288.0081,288.9574,288.7429,288.138,289.5168,289.1524,289.4112,287.8801,288.4848,287.9842,288.2711,288.8573,284.9686,282.2137,282.0199,282.2328,282.4603,281.9986,281.6489,282.8775,281.9075,282.1604,282.4388,282.8587,295.6621,287.9158,287.0499,285.4374,286.0135,285.1926,285.4983
43,292.7924,295.0111,295.8466,295.5753,295.1074,296.4587,295.9325,296.3595,294.6956,295.3887,294.9013,295.0994,295.7899,291.6736,288.9918,288.5987,288.9548,289.2359,288.5696,288.283,289.488,288.6313,288.9586,289.0586,289.458,302.4216,294.8375,293.832,292.2475,292.8937,291.8422,292.4212
44,299.5946,301.7983,302.7341,302.5103,301.904,303.2555,302.86,303.1359,301.5539,302.3326,301.6588,302.0048,302.5428,298.3886,295.6213,295.3831,295.7721,295.8953,295.3655,295.0512,296.318,295.3588,295.6118,295.8751,296.2507,309.3937,301.5958,300.8033,298.9424,299.6149,298.7891,299.1119
45,306.3797,308.7639,309.6766,309.3541,308.8205,310.2091,309.6348,310.0964,308.3557,309.095,308.5742,308.8054,309.4677,305.0589,302.4269,301.9637,302.4936,302.6555,301.9686,301.6868,302.9126,302.1012,302.4006,302.4526,302.9095,316.1354,308.5988,307.4753,305.8177,306.3851,305.4557,306.0192
46,313.1839,315.5345,316.5032,316.2572,315.6625,316.9943,316.6115,316.889,315.2223,316.0038,315.3567,315.7024,316.261,311.8078,309.0769,308.7703,309.28,309.3348,308.7544,308.4498,309.7084,308.8396,309.0449,309.2654,309.7243,323.1537,315.326,314.4373,312.4701,313.245,312.2436,312.769
47,319.9693,322.4975,323.4145,323.0452,322.5693,323.9595,323.4098,323.8834,322.0441,322.7594,322.3145,322.5171,323.2262,318.5077,315.905,315.3711,315.9768,316.1129,315.3522,315.1159,316.2832,315.4706,315.8153,315.9072,316.2936,329.8626,322.3175,321.0933,319.3732,319.9324,319.0504,319.6666
48,326.7722,329.4335,330.2494,329.937,329.3746,330.7608,330.3719,330.6557,328.9174,329.6597,329.1178,329.4144,330.0047,325.2615,322.528,322.1331,322.769,322.7446,322.161,321.8499,323.1573,322.1867,322.4869,322.682,323.0811,336.7575,329.0695,327.9176,326.087,326.8456,325.7616,326.5607
49,333.5623,336.3881,337.168,336.6989,336.2735,337.8416,337.141,337.6244,335.7525,336.4309,336.0723,336.2525,336.9214,331.965,329.3662,328.7427,329.4603,329.5316,328.8034,328.5369,329.7541,328.8442,329.2947,329.331,329.6694,343.5581,335.9215,334.7328,332.8588,333.4975,332.6772,333.3201
50,340.3689,343.1642,344.0775,343.6308,343.113,344.7683,344.0827,344.3956,342.6507,343.3594,342.833,343.1161,343.71,338.8055,335.9769,335.4991,336.2927,336.1683,335.5925,335.2496,336.5402,335.5862,335.8982,336.1427,336.4446,350.3158,342.7963,341.4616,339.6894,340.3913,339.3465,340.3383
51,347.1617,350.0816,350.9777,350.3789,350.0167,351.7267,350.8631,351.3294,349.5105,350.1149,349.7874,349.9319,350.6144,345.4895,342.802,342.0967,343.1353,342.9967,342.1994,341.952,343.1506,342.2086,342.7203,342.8112,343.07,357.2758,349.5715,348.3764,346.4227,347.1321,346.2245,347.0457
52,353.9744,356.8425,357.8283,357.319,356.8757,358.5308,357.8238,358.0913,356.404,357.046,356.5426,356.7787,357.4239,352.2495,349.597,348.8326,349.9287,349.6235,349.0968,348.6406,349.984,348.9639,349.421,349.642,349.8624,363.9399,356.6015,355.0411,353.3515,353.9478,352.9205,354.0548
53,360.7664,363.7866,364.7601,364.0754,363.7671,365.4941,364.6116,365.0339,363.26,363.8118,363.5828,363.6042,364.3332,358.9064,356.3943,355.4982,356.6024,356.412,355.7983,355.3125,356.57,355.6227,356.2535,356.3075,356.4498,370.8725,363.3052,361.9608,360.0216,360.7919,359.7169,360.8409
54,367.5665,370.5785,371.5675,371.0327,370.6579,372.277,371.574,371.8299,370.0916,370.744,370.3794,370.4606,371.1259,365.6929,363.0202,362.2355,363.3989,363.0387,362.6378,362.0237,363.383,362.3946,362.8832,363.0519,363.2859,377.5864,370.2678,368.6724,366.9347,367.4608,366.5811,367.6941
55,374.3663,377.5342,378.492,377.8095,377.5319,379.2483,378.3768,378.7607,376.9854,377.5105,377.3021,377.3344,378.0725,372.3801,369.8462,368.9156,370.0742,369.8652,369.2333,368.7332,369.9589,369.0484,369.7335,369.7329,369.9238,384.4856,377.0316,375.4955,373.6547,374.4082,373.2816,374.5949
56,381.1723,384.358,385.3415,384.7349,384.3839,386.089,385.5314,385.5306,383.8263,384.4294,384.0612,384.2322,384.94,379.1698,376.4643,375.6241,376.9102,376.4692,376.03,375.4463,376.7316,375.8078,376.326,376.456,376.7372,391.4383,383.8606,382.3214,380.4305,381.0808,380.2028,381.3761
57,387.971,391.3287,392.3237,391.504,391.2487,393.0831,392.3254,392.4639,390.713,391.1924,390.9837,391.1192,391.8163,385.8418,383.2686,382.2663,383.531,383.2785,382.6409,382.1513,383.3673,382.454,383.1617,383.1168,383.3222,398.2354,390.7745,389.0285,387.2969,388.0154,386.8776,388.369
58,394.7812,398.1431,399.3206,398.4275,398.1323,399.9243,399.3533,399.2417,397.5497,398.1289,397.7231,398.0252,398.6456,392.608,389.8734,388.9898,390.341,389.8827,389.4941,388.8081,390.3151,389.2452,389.8151,389.8321,390.1055,405.2228,397.4894,395.9712,393.9728,394.7844,393.7658,395.0843
59,401.5794,405.0906,406.2177,405.1796,405.0134,406.9043,406.1395,406.1666,404.4502,404.8919,404.638,404.94,405.5227,399.2661,396.7006,395.6536,396.9828,396.7055,396.1098,395.541,396.9401,395.8712,396.6611,396.5487,396.7087,411.9435,404.5042,402.6479,400.9233,401.5607,400.4922,402.0461
60,408.3787,411.9097,412.9848,412.1397,411.9093,413.7155,413.1103,412.9655,411.2656,411.8364,411.3975,411.8886,412.38,406.0856,403.3126,402.3808,403.7968,403.3082,402.8738,402.2041,403.7268,402.7113,403.2808,403.249,403.6076,418.9018,411.1735,409.5434,407.5727,408.4104,407.259,408.8385
61,415.186,418.8478,419.9715,418.9232,418.7346,420.7276,419.9334,419.8852,418.1535,418.6269,418.3389,418.9022,419.3123,412.7265,410.138,409.078,410.4254,410.1023,409.463,408.9189,410.3304,409.353,410.198,409.9395,410.3248,425.6998,418.0996,416.2898,414.4364,415.0732,414.0899,415.7227
62,422.0104,425.683,426.8086,425.8921,425.6386,427.5384,426.8848,426.8319,424.9567,425.5741,425.1093,425.7624,426.1483,419.5497,416.7947,415.7745,417.2852,416.7048,416.2565,415.5595,417.1197,416.5098,416.9298,416.6257,417.1525,432.554,424.8888,423.0956,421.1827,422.0701,420.7804,422.6606
63,428.8085,432.588,433.7698,432.6749,432.4655,434.5129,433.716,433.7751,431.9017,432.3466,432.0221,432.7094,433.0231,426.2012,423.6449,422.5058,423.8869,423.503,422.8221,422.3146,423.758,423.1508,423.7287,423.3151,423.7813,439.4766,431.6948,429.9969,427.998,428.7245,427.6661,429.3903
64,435.6065,439.4475,440.5414,439.591,439.3348,441.3515,440.6466,440.5532,438.7081,439.2796,438.8307,439.7648,439.8403,433.021,430.2506,429.1741,430.7263,430.0886,429.5618,428.9471,430.5758,429.9462,430.3421,429.9907,430.61,446.2022,438.6621,436.6761,434.8593,435.5817,434.2967,436.3991
65,442.4068,446.3526,447.5521,446.3732,446.1618,448.3391,447.453,447.4851,445.6471,446.0148,445.7543,446.6877,446.7215,439.6322,437.0878,435.8597,437.3183,436.9128,436.157,435.7308,437.1976,436.5815,437.1738,436.737,437.2257,453.2303,445.378,443.6567,441.5512,442.3361,441.1653,443.1366
66,449.2137,453.2187,454.3586,453.3897,453.1258,455.119,454.384,454.2868,452.4061,452.9452,452.5881,453.5469,453.5611,446.4466,443.7125,442.5439,444.1146,443.4834,442.932,442.4023,444.0333,443.3958,443.8161,443.4029,444.0637,459.9461,452.4474,450.3435,448.5303,449.0896,447.887,450.1051
67,456.0114,460.1331,461.362,460.1731,459.9164,462.1014,461.2011,461.2612,459.3208,459.697,459.5111,460.4566,460.4263,453.0957,450.5295,449.2332,450.7393,450.2984,449.5422,449.1526,450.6615,450.0066,450.6472,450.1573,450.6573,466.8568,459.1988,457.2773,455.2286,455.9605,454.667,456.8847
68,462.8103,467.0252,468.1448,467.0901,466.8398,468.9132,468.1369,468.0414,466.0686,466.6359,466.3406,467.2629,467.2815,459.9517,457.1434,455.8924,457.5124,456.9037,456.3873,455.7633,457.4605,456.8375,457.2829,456.78,457.4785,473.6819,466.1439,464.0843,462.1565,462.6317,461.5172,463.7287
69,469.606,473.9474,475.1469,473.9824,473.5762,475.8463,474.956,474.9503,472.9808,473.3957,473.2537,474.1797,474.1332,466.6124,463.9461,462.615,464.098,463.7154,462.9924,462.5035,464.1111,463.4419,464.0771,463.5517,464.0786,480.4983,472.9509,470.8401,468.9619,469.5769,468.1722,470.6949
70,476.4121,480.8332,481.9839,480.9327,480.5172,482.6366,481.9057,481.7454,479.9004,480.3034,480.1167,480.9875,480.9728,473.4981,470.5537,469.5035,470.8993,470.3131,469.7539,469.1496,470.8621,470.2554,470.6773,470.1721,470.8455,487.4997,479.7164,477.716,475.7372,476.2233,475.129,477.4342
71,483.2119,487.6739,488.9811,487.6841,487.2805,489.6133,488.7473,488.6845,486.8101,487.0815,486.9907,487.8873,487.8163,480.1352,477.3485,476.3075,477.5369,477.1558,476.381,475.9499,477.491,476.8913,477.4807,476.9234,477.4765,494.2201,486.6112,484.4036,482.6736,483.0549,481.7895,484.4874
72,490.0132,494.5608,495.7735,494.6337,494.1936,496.3818,495.7372,495.5056,493.5677,494.0044,493.8092,494.727,494.6936,486.953,483.9845,482.9179,484.3612,483.9191,483.1614,482.5645,484.296,483.6928,484.1047,483.5325,484.3225,501.2568,493.2793,491.3569,489.3812,489.8234,488.686,491.2259
73,496.8101,501.4016,502.7285,501.3921,500.9483,503.3451,502.573,502.4258,500.4714,500.7912,500.6595,501.6455,501.5323,493.5681,490.7929,489.7152,490.9323,490.6947,489.8039,489.3948,490.9474,490.2873,490.9042,490.3247,491.0406,507.9848,500.2992,498.0138,496.3305,496.5584,495.4163,498.1894
74,503.5981,508.3106,509.5777,508.3102,507.8768,510.1336,509.4711,509.2495,507.2321,507.6956,507.5128,508.4361,508.4225,500.4696,497.4258,496.3441,497.746,497.3029,496.5802,495.9733,497.6549,497.0681,497.5145,496.9767,497.8022,514.9316,507.0249,504.8744,503.0307,503.4092,502.1802,505.0038
75,510.4067,515.1391,516.5639,515.0827,514.6259,517.0777,516.3273,516.1678,514.1612,514.5001,514.3636,515.3716,515.2247,507.2226,504.2575,503.1143,504.3679,504.1244,503.2325,502.784,504.3302,503.6752,504.3293,503.7649,504.4519,521.7773,513.9771,511.6614,509.8993,510.0642,509.1069,511.8619
76,517.2048,522.0167,523.3942,522.0324,521.532,523.8642,523.2206,523.0342,520.9054,521.4334,521.203,522.1356,522.2857,514.0592,510.8563,509.7222,511.1728,510.7234,509.9863,509.5826,511.0215,510.4671,510.9528,510.3581,511.2544,528.5938,520.8371,518.3884,516.7073,517.0062,515.8053,518.7958
77,524.0076,528.8145,530.3732,528.8294,528.2868,530.8197,530.0695,529.9807,527.7974,528.186,528.0639,529.0828,529.1644,520.7144,517.6593,516.5029,517.7896,517.5659,516.6622,516.3546,517.7045,517.0862,517.7977,517.1464,517.9283,535.5535,527.6318,525.274,523.4767,523.6589,522.7453,525.5151
78,530.809,535.713,537.1575,535.7859,535.5366,537.59,536.9916,536.8488,534.557,535.1263,534.9344,535.8479,536.014,527.5261,524.2537,523.101,524.5884,524.1982,523.4217,522.9608,524.4223,523.898,524.4455,523.7229,524.6843,542.2974,534.6437,531.9453,530.4366,530.4772,529.4209,532.5322
79,537.6186,542.5364,544.1477,542.5559,542.3074,544.5375,543.8768,543.7419,541.4597,542.114,541.7744,542.7878,542.8633,534.1692,531.0823,529.8708,531.2095,530.9884,530.0847,529.7757,531.1059,530.5249,531.278,530.4992,531.3587,549.3483,541.365,538.871,537.1265,537.252,536.2851,539.278
80,544.4138,549.502,550.9455,549.4988,549.2333,551.3011,550.7766,550.5932,548.2264,549.0163,548.6259,549.5653,549.7197,540.9573,537.6642,536.5303,538.0604,537.5791,536.794,536.4059,537.8119,537.457,537.9296,537.1242,538.1115,556.1064,548.3444,545.542,544.1267,543.9781,543.0609,546.2383
81,551.2195,556.2841,557.9403,556.2502,556.0019,558.2923,557.6525,557.4461,555.1354,555.8296,555.449,556.4792,556.5538,547.5796,544.4686,543.3038,544.669,544.3534,543.4392,543.2397,544.5193,544.1733,544.7662,544.0409,544.8247,563.0051,555.0773,552.3801,550.8377,550.8757,549.878,553.0596
82,558.0096,563.2594,564.6897,563.18,562.9191,565.1213,564.5519,564.3217,561.8966,562.7004,562.3069,563.2414,563.4152,554.3918,551.0896,549.9327,551.4744,550.9435,550.1451,549.7902,551.2444,550.962,551.4024,550.7316,551.5883,569.8643,561.9917,559.1791,557.73,557.5236,556.7549,559.9543
83,564.8218,570.0421,571.6905,569.9706,569.6679,572.1102,571.4634,571.2292,568.8381,569.5267,569.1317,570.165,570.2825,561.0229,557.914,556.7242,558.1012,557.7216,556.8572,556.6136,557.955,557.5848,558.1985,557.5582,558.3052,576.6659,568.8372,565.917,564.5489,564.5084,563.4488,566.8741
84,571.6143,577.1173,578.5338,576.9146,576.5953,578.9545,578.3776,578.1368,575.6269,576.4451,576.0224,576.9266,577.155,567.7955,564.5332,563.3196,564.9287,564.2932,563.542,563.2148,564.6144,564.3973,564.8041,564.1732,565.064,583.6546,575.5604,572.8204,571.3064,571.1658,570.4305,573.6192
85,578.4448,584.1098,585.4958,583.7152,583.3755,586.2074,585.3134,585.0062,582.5729,583.2943,582.851,583.8505,584.0057,574.4427,571.3615,570.1056,571.5607,571.087,570.2671,570.0141,571.3101,571.0207,571.6585,570.978,571.7656,590.3914,582.5191,579.4891,578.2257,577.985,577.1249,580.6851
86,585.2262,591.0496,592.2897,590.6227,590.2886,593.0029,592.1709,591.9201,589.3406,590.1804,589.7507,590.6113,590.8949,581.2333,577.9883,576.7137,578.3988,577.6889,576.9479,576.5862,577.9325,577.8226,578.2638,577.5999,578.5039,597.4256,589.2011,586.4474,584.9305,584.777,584.0105,587.417
